Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Quantity,Sales,Discount,Profit
ORD10226,2025-02-26,Customer 168,Corporate,North,Delhi,Furniture,Table,Table 425,6,1468.07,0.1,284.48
ORD10227,2025-04-07,Customer 106,Consumer,North,Noida,Technology,Laptop,Laptop 636,5,1227.92,0.05,241.24
ORD10228,2025-06-07,Customer 182,Home Office,East,Chennai,Office Supplies,Pen,Pen 746,1,1043.77,0.0,298.82
ORD10229,2025-10-11,Customer 146,Corporate,East,Hyderabad,Office Supplies,Paper,Paper 700,1,1008.8,0.05,98.42
ORD10230,2025-02-21,Customer 20,Consumer,West,Mumbai,Office Supplies,Pen,Pen 224,3,252.02,0.3,13.1
ORD10231,2025-05-02,Customer 91,Corporate,South,Kochi,Technology,Phone,Phone 925,1,982.15,0.3,114.76
ORD10232,2025-01-11,Customer 14,Consumer,West,Mumbai,Office Supplies,Pen,Pen 201,2,536.36,0.2,116.5
ORD10233,2025-10-28,Customer 219,Consumer,South,Bengaluru,Office Supplies,Paper,Paper 735,4,389.01,0.0,38.05
ORD10234,2025-02-04,Customer 63,Home Office,North,Delhi,Office Supplies,Binder,Binder 528,5,1440.84,0.2,466.63
ORD10235,2025-03-29,Customer 92,Corporate,South,Bengaluru,Office Supplies,Binder,Binder 508,8,53.19,0.05,3.79
ORD10236,2025-06-21,Customer 104,Home Office,West,Mumbai,Office Supplies,Binder,Binder 675,6,190.03,0.3,53.48
ORD10237,2025-05-02,Customer 112,Consumer,East,Chennai,Office Supplies,Binder,Binder 667,4,593.3,0.2,68.27
ORD10238,2025-03-07,Customer 143,Corporate,North,Delhi,Office Supplies,Paper,Paper 347,3,157.09,0.1,31.96
ORD10239,2025-10-25,Customer 54,Corporate,South,Bengaluru,Furniture,Table,Table 461,4,1089.25,0.2,238.33
ORD10240,2025-08-14,Customer 151,Corporate,South,Bengaluru,Furniture,Table,Table 791,3,1414.29,0.1,309.43
ORD10241,2025-02-16,Customer 139,Corporate,West,Pune,Technology,Monitor,Monitor 317,3,1311.14,0.0,332.19
ORD10242,2025-12-22,Customer 46,Consumer,South,Bengaluru,Technology,Monitor,Monitor 681,3,479.97,0.2,116.73
ORD10243,2025-06-09,Customer 23,Consumer,North,Delhi,Technology,Laptop,Laptop 169,6,1211.67,0.1,118.56
ORD10244,2025-11-18,Customer 221,Consumer,North,Delhi,Technology,Phone,Phone 389,6,617.0,0.2,161.96
ORD10245,2025-12-25,Customer 119,Consumer,North,Delhi,Furniture,Table,Table 795,6,1347.48,0.0,333.8
ORD10246,2025-12-31,Customer 174,Consumer,South,Kochi,Technology,Laptop,Laptop 286,5,190.54,0.3,45.77
ORD10247,2025-01-21,Customer 142,Corporate,South,Bengaluru,Technology,Laptop,Laptop 541,4,1140.3,0.05,181.56
ORD10248,2025-01-01,Customer 29,Home Office,West,Mumbai,Technology,Phone,Phone 833,5,1390.03,0.3,173.35
ORD10249,2025-06-13,Customer 54,Corporate,North,Delhi,Technology,Monitor,Monitor 812,1,1461.71,0.0,89.37
ORD10250,2025-08-06,Customer 114,Corporate,East,Hyderabad,Technology,Monitor,Monitor 503,4,436.13,0.0,67.47
ORD10251,2025-04-07,Customer 12,Home Office,South,Bengaluru,Technology,Monitor,Monitor 310,7,1016.22,0.05,194.96
ORD10252,2025-03-28,Customer 92,Corporate,North,Delhi,Technology,Laptop,Laptop 899,4,825.02,0.05,275.62
ORD10253,2025-05-02,Customer 181,Consumer,South,Bengaluru,Furniture,Bookcase,Bookcase 418,3,222.1,0.2,51.33
ORD10254,2025-05-04,Customer 86,Home Office,East,Hyderabad,Furniture,Bookcase,Bookcase 459,5,217.43,0.05,48.11
ORD10255,2025-07-27,Customer 213,Consumer,East,Hyderabad,Furniture,Bookcase,Bookcase 782,3,906.05,0.2,255.37
ORD10256,2025-02-26,Customer 180,Corporate,East,Hyderabad,Furniture,Table,Table 598,4,84.23,0.1,11.05
ORD10257,2025-02-06,Customer 12,Consumer,South,Bengaluru,Furniture,Table,Table 555,8,862.39,0.1,77.98
ORD10258,2025-11-27,Customer 126,Corporate,South,Kochi,Furniture,Bookcase,Bookcase 834,6,1470.72,0.3,146.09
ORD10259,2025-12-01,Customer 180,Corporate,South,Bengaluru,Technology,Phone,Phone 108,6,1380.94,0.1,315.3
ORD10260,2025-04-06,Customer 247,Home Office,West,Mumbai,Furniture,Bookcase,Bookcase 128,1,1166.17,0.05,156.14
ORD10261,2025-07-08,Customer 35,Home Office,West,Mumbai,Technology,Phone,Phone 860,6,581.48,0.1,79.11
ORD10262,2025-04-21,Customer 127,Corporate,North,Noida,Furniture,Chair,Chair 142,2,858.97,0.2,259.03
ORD10263,2025-08-15,Customer 164,Corporate,South,Bengaluru,Office Supplies,Pen,Pen 695,2,229.99,0.05,21.64
ORD10264,2025-11-09,Customer 219,Home Office,East,Chennai,Office Supplies,Binder,Binder 295,4,1089.97,0.0,64.97
ORD10265,2025-02-02,Customer 113,Consumer,South,Bengaluru,Office Supplies,Paper,Paper 777,1,781.64,0.2,232.29
ORD10266,2025-08-29,Customer 22,Home Office,West,Mumbai,Office Supplies,Binder,Binder 104,8,1210.16,0.1,254.44
ORD10267,2025-01-31,Customer 186,Home Office,North,Noida,Office Supplies,Pen,Pen 740,3,1462.07,0.3,301.13
ORD10268,2025-06-25,Customer 136,Home Office,North,Noida,Technology,Monitor,Monitor 531,6,731.48,0.05,98.6
ORD10269,2025-07-10,Customer 143,Home Office,East,Chennai,Furniture,Bookcase,Bookcase 857,8,1043.21,0.05,253.65
ORD10270,2025-04-14,Customer 141,Home Office,South,Kochi,Technology,Laptop,Laptop 678,8,606.59,0.0,71.68
ORD10271,2025-04-27,Customer 142,Corporate,East,Chennai,Office Supplies,Pen,Pen 197,4,805.55,0.1,203.59
ORD10272,2025-03-10,Customer 222,Home Office,West,Mumbai,Technology,Monitor,Monitor 702,2,1280.27,0.0,371.41
ORD10273,2025-02-17,Customer 36,Corporate,East,Chennai,Office Supplies,Pen,Pen 501,3,1452.58,0.05,310.72
ORD10274,2025-08-24,Customer 77,Consumer,East,Hyderabad,Furniture,Chair,Chair 481,1,42.45,0.3,13.02
ORD10275,2025-06-24,Customer 206,Home Office,West,Pune,Furniture,Bookcase,Bookcase 993,4,853.18,0.1,77.13
ORD10276,2025-06-30,Customer 26,Corporate,East,Hyderabad,Furniture,Chair,Chair 481,6,1088.23,0.0,320.99
ORD10277,2025-10-25,Customer 113,Consumer,North,Delhi,Furniture,Bookcase,Bookcase 348,5,544.44,0.2,19.81
ORD10278,2025-12-18,Customer 172,Corporate,East,Hyderabad,Furniture,Chair,Chair 919,5,294.2,0.3,88.06
ORD10279,2025-03-19,Customer 125,Home Office,West,Pune,Technology,Monitor,Monitor 879,5,1424.17,0.0,81.79
ORD10280,2025-08-18,Customer 101,Consumer,South,Bengaluru,Furniture,Chair,Chair 286,7,1267.58,0.05,320.54
ORD10281,2025-04-19,Customer 44,Corporate,East,Hyderabad,Office Supplies,Pen,Pen 321,5,1343.1,0.3,278.54
ORD10282,2025-06-20,Customer 59,Consumer,South,Kochi,Technology,Phone,Phone 497,6,485.25,0.1,103.72
ORD10283,2025-05-20,Customer 17,Home Office,West,Pune,Technology,Laptop,Laptop 746,3,1095.91,0.05,138.96
ORD10284,2025-02-18,Customer 224,Consumer,North,Noida,Technology,Monitor,Monitor 640,3,1488.43,0.0,483.02
ORD10285,2025-06-05,Customer 247,Corporate,South,Bengaluru,Office Supplies,Binder,Binder 912,4,1311.76,0.05,327.15
ORD10286,2025-09-04,Customer 129,Corporate,North,Delhi,Office Supplies,Pen,Pen 832,7,514.95,0.1,124.37
ORD10287,2025-07-22,Customer 146,Corporate,West,Mumbai,Office Supplies,Paper,Paper 238,4,30.7,0.2,4.65
ORD10288,2025-06-24,Customer 19,Consumer,West,Mumbai,Furniture,Table,Table 837,5,393.13,0.3,72.88
ORD10289,2025-02-04,Customer 215,Corporate,East,Chennai,Office Supplies,Pen,Pen 461,8,548.33,0.2,135.09
ORD10290,2025-01-11,Customer 56,Consumer,North,Delhi,Office Supplies,Binder,Binder 659,1,1142.57,0.1,126.91
ORD10291,2025-11-04,Customer 13,Consumer,South,Kochi,Furniture,Bookcase,Bookcase 389,2,311.13,0.0,105.46
ORD10292,2025-01-15,Customer 55,Corporate,East,Hyderabad,Technology,Laptop,Laptop 105,4,420.54,0.0,101.76
ORD10293,2025-02-14,Customer 161,Home Office,North,Delhi,Technology,Phone,Phone 515,6,278.27,0.2,74.82
ORD10294,2025-10-16,Customer 168,Corporate,North,Noida,Technology,Phone,Phone 363,8,1312.51,0.0,429.96
ORD10295,2025-03-15,Customer 136,Consumer,East,Hyderabad,Technology,Monitor,Monitor 841,6,251.88,0.0,24.4
ORD10296,2025-04-28,Customer 190,Home Office,North,Noida,Office Supplies,Binder,Binder 651,3,992.89,0.3,191.12
ORD10297,2025-05-21,Customer 34,Corporate,North,Noida,Furniture,Bookcase,Bookcase 416,8,847.76,0.1,167.01
ORD10298,2025-02-16,Customer 240,Consumer,East,Hyderabad,Furniture,Bookcase,Bookcase 928,6,242.88,0.05,40.14
ORD10299,2025-11-07,Customer 94,Home Office,West,Mumbai,Furniture,Bookcase,Bookcase 613,4,841.77,0.05,103.31
ORD10300,2025-09-13,Customer 55,Home Office,West,Mumbai,Technology,Laptop,Laptop 641,1,539.23,0.05,95.7
ORD10301,2025-11-27,Customer 234,Corporate,North,Noida,Office Supplies,Paper,Paper 431,1,179.55,0.0,12.5
ORD10302,2025-11-18,Customer 221,Consumer,North,Delhi,Furniture,Bookcase,Bookcase 485,7,1362.39,0.2,427.09
ORD10303,2025-08-06,Customer 165,Corporate,East,Hyderabad,Furniture,Table,Table 826,7,377.91,0.1,38.15
ORD10304,2025-03-11,Customer 211,Corporate,North,Noida,Furniture,Bookcase,Bookcase 909,3,726.51,0.1,237.05
ORD10305,2025-08-20,Customer 55,Home Office,North,Delhi,Office Supplies,Paper,Paper 597,4,259.16,0.3,51.64
ORD10306,2025-06-02,Customer 176,Consumer,East,Chennai,Technology,Phone,Phone 147,8,289.8,0.05,99.53
ORD10307,2025-03-28,Customer 119,Home Office,East,Chennai,Furniture,Chair,Chair 409,3,763.89,0.1,52.91
ORD10308,2025-04-14,Customer 203,Home Office,South,Bengaluru,Office Supplies,Binder,Binder 757,7,1325.29,0.0,298.96
ORD10309,2025-01-25,Customer 229,Corporate,East,Chennai,Furniture,Bookcase,Bookcase 709,4,870.78,0.0,233.85
ORD10310,2025-03-17,Customer 163,Home Office,East,Chennai,Furniture,Table,Table 239,7,23.8,0.05,5.96
ORD10311,2025-05-20,Customer 181,Consumer,East,Hyderabad,Office Supplies,Paper,Paper 457,4,1282.7,0.05,339.17
ORD10312,2025-07-05,Customer 69,Consumer,East,Hyderabad,Office Supplies,Paper,Paper 144,4,772.95,0.2,206.27
ORD10313,2025-05-18,Customer 103,Corporate,North,Delhi,Technology,Phone,Phone 657,5,832.24,0.2,270.24
ORD10314,2025-11-22,Customer 2,Consumer,North,Noida,Office Supplies,Paper,Paper 496,7,1324.89,0.05,416.58
ORD10315,2025-01-26,Customer 104,Home Office,North,Noida,Furniture,Chair,Chair 779,2,148.48,0.3,37.89
ORD10316,2025-11-28,Customer 219,Corporate,North,Noida,Technology,Monitor,Monitor 423,8,1457.99,0.0,279.99
ORD10317,2025-09-27,Customer 69,Home Office,North,Noida,Furniture,Bookcase,Bookcase 910,7,545.7,0.0,91.71
ORD10318,2025-08-31,Customer 220,Home Office,North,Delhi,Technology,Monitor,Monitor 780,4,1387.44,0.1,164.67
ORD10319,2025-04-15,Customer 136,Consumer,North,Noida,Technology,Laptop,Laptop 245,2,1392.45,0.3,179.94
ORD10320,2025-07-05,Customer 214,Corporate,North,Delhi,Technology,Laptop,Laptop 256,8,283.02,0.0,41.49
ORD10321,2025-09-25,Customer 134,Corporate,East,Hyderabad,Furniture,Bookcase,Bookcase 357,7,172.15,0.1,41.13
ORD10322,2025-03-31,Customer 195,Home Office,South,Bengaluru,Office Supplies,Binder,Binder 397,8,1048.62,0.2,231.11
ORD10323,2025-09-25,Customer 88,Corporate,West,Mumbai,Technology,Laptop,Laptop 475,8,790.63,0.05,183.29
ORD10324,2025-10-06,Customer 71,Corporate,North,Delhi,Technology,Laptop,Laptop 100,5,105.45,0.05,14.44
ORD10325,2025-05-29,Customer 159,Corporate,North,Delhi,Office Supplies,Binder,Binder 193,8,1291.16,0.05,107.8
ORD10326,2025-05-12,Customer 91,Consumer,East,Hyderabad,Office Supplies,Binder,Binder 142,5,1455.28,0.2,326.65
ORD10327,2025-02-06,Customer 21,Corporate,South,Bengaluru,Technology,Laptop,Laptop 972,6,113.77,0.05,16.36
ORD10328,2025-08-25,Customer 180,Corporate,South,Kochi,Technology,Phone,Phone 608,1,179.56,0.3,28.51
ORD10329,2025-01-05,Customer 172,Consumer,South,Kochi,Furniture,Chair,Chair 550,7,747.08,0.3,183.66
ORD10330,2025-03-02,Customer 24,Consumer,West,Pune,Technology,Laptop,Laptop 796,5,839.7,0.2,219.13
ORD10331,2025-04-13,Customer 183,Corporate,East,Chennai,Furniture,Table,Table 190,4,855.33,0.0,254.2
ORD10332,2025-01-26,Customer 224,Home Office,South,Bengaluru,Technology,Monitor,Monitor 865,7,1268.55,0.05,436.92
ORD10333,2025-05-15,Customer 23,Corporate,West,Pune,Office Supplies,Paper,Paper 630,1,295.5,0.3,30.26
ORD10334,2025-06-07,Customer 78,Consumer,South,Kochi,Technology,Phone,Phone 669,7,776.25,0.2,181.89
ORD10335,2025-07-11,Customer 239,Corporate,South,Kochi,Technology,Phone,Phone 412,4,214.99,0.05,44.3
ORD10336,2025-06-10,Customer 3,Home Office,South,Bengaluru,Office Supplies,Binder,Binder 305,8,1380.68,0.3,302.6
ORD10337,2025-12-30,Customer 54,Home Office,East,Hyderabad,Technology,Phone,Phone 136,5,345.14,0.2,40.54
ORD10338,2025-03-05,Customer 13,Consumer,South,Kochi,Technology,Phone,Phone 308,4,105.42,0.2,30.3
ORD10339,2025-10-01,Customer 215,Consumer,East,Hyderabad,Furniture,Chair,Chair 838,3,757.36,0.1,212.5
ORD10340,2025-08-01,Customer 58,Home Office,West,Mumbai,Technology,Laptop,Laptop 576,2,318.41,0.0,106.75
ORD10341,2025-08-17,Customer 76,Consumer,North,Noida,Technology,Phone,Phone 258,1,1387.31,0.05,79.81
ORD10342,2025-01-17,Customer 84,Corporate,North,Delhi,Office Supplies,Binder,Binder 432,4,244.81,0.05,39.77
ORD10343,2025-08-09,Customer 86,Home Office,West,Pune,Furniture,Bookcase,Bookcase 658,2,313.27,0.05,82.54
ORD10344,2025-05-29,Customer 126,Corporate,South,Bengaluru,Furniture,Table,Table 225,4,1494.27,0.3,265.83
ORD10345,2025-02-15,Customer 52,Consumer,East,Hyderabad,Furniture,Chair,Chair 596,5,1298.71,0.3,253.47
ORD10346,2025-06-26,Customer 50,Consumer,South,Kochi,Furniture,Bookcase,Bookcase 407,1,878.56,0.0,298.89
ORD10347,2025-04-02,Customer 29,Corporate,North,Delhi,Furniture,Table,Table 458,8,731.94,0.1,192.28
ORD10348,2025-01-19,Customer 9,Consumer,East,Hyderabad,Furniture,Bookcase,Bookcase 664,2,1186.22,0.3,163.67
ORD10349,2025-12-06,Customer 188,Consumer,East,Hyderabad,Technology,Monitor,Monitor 235,7,875.43,0.1,55.04
ORD10350,2025-05-14,Customer 25,Consumer,North,Delhi,Technology,Laptop,Laptop 439,1,1266.6,0.2,153.28
ORD10351,2025-10-02,Customer 11,Home Office,West,Mumbai,Furniture,Table,Table 376,2,499.92,0.05,47.1
ORD10352,2025-10-01,Customer 129,Consumer,North,Noida,Furniture,Table,Table 513,4,1482.3,0.05,389.81
ORD10353,2025-03-29,Customer 40,Corporate,East,Chennai,Furniture,Chair,Chair 600,4,1039.66,0.05,73.93
ORD10354,2025-10-24,Customer 56,Consumer,East,Hyderabad,Office Supplies,Pen,Pen 630,2,452.1,0.0,34.04
ORD10355,2025-12-21,Customer 45,Corporate,West,Mumbai,Furniture,Chair,Chair 713,6,1474.77,0.0,168.82
ORD10356,2025-01-17,Customer 23,Consumer,North,Delhi,Office Supplies,Pen,Pen 287,1,489.87,0.2,130.3
ORD10357,2025-12-29,Customer 250,Consumer,West,Mumbai,Furniture,Table,Table 888,3,321.53,0.05,80.64
ORD10358,2025-04-12,Customer 222,Home Office,East,Hyderabad,Furniture,Table,Table 638,6,1363.98,0.3,287.69
ORD10359,2025-09-12,Customer 35,Corporate,East,Hyderabad,Office Supplies,Paper,Paper 766,6,882.51,0.2,204.58
ORD10360,2025-10-31,Customer 137,Home Office,North,Delhi,Technology,Phone,Phone 952,3,664.27,0.3,72.86
ORD10361,2025-09-10,Customer 148,Home Office,East,Chennai,Office Supplies,Paper,Paper 345,4,889.69,0.3,80.96
ORD10362,2025-04-27,Customer 168,Home Office,East,Hyderabad,Technology,Phone,Phone 912,6,1242.14,0.2,390.57
ORD10363,2025-09-01,Customer 108,Corporate,North,Noida,Office Supplies,Paper,Paper 407,8,913.67,0.0,286.4
ORD10364,2025-11-14,Customer 9,Corporate,North,Noida,Furniture,Table,Table 658,4,142.99,0.2,40.52
ORD10365,2025-03-03,Customer 56,Home Office,North,Delhi,Office Supplies,Paper,Paper 818,8,623.02,0.3,163.32
ORD10366,2025-06-29,Customer 228,Home Office,East,Hyderabad,Furniture,Table,Table 377,6,1437.41,0.1,129.69
ORD10367,2025-01-05,Customer 1,Consumer,South,Kochi,Office Supplies,Binder,Binder 997,4,1287.98,0.05,209.01
ORD10368,2025-09-21,Customer 171,Corporate,East,Chennai,Office Supplies,Pen,Pen 928,5,1110.15,0.0,383.4
ORD10369,2025-12-05,Customer 182,Home Office,West,Pune,Technology,Phone,Phone 177,6,677.26,0.1,100.6
ORD10370,2025-12-16,Customer 31,Home Office,South,Bengaluru,Technology,Phone,Phone 605,6,1043.54,0.0,70.02
ORD10371,2025-01-04,Customer 244,Corporate,South,Kochi,Office Supplies,Pen,Pen 255,8,71.96,0.1,13.29
ORD10372,2025-11-25,Customer 72,Home Office,West,Mumbai,Technology,Monitor,Monitor 620,1,1496.6,0.05,402.9
ORD10373,2025-12-30,Customer 93,Home Office,West,Pune,Technology,Laptop,Laptop 530,7,980.22,0.2,174.38
ORD10374,2025-04-13,Customer 133,Consumer,North,Noida,Furniture,Bookcase,Bookcase 607,1,1194.62,0.1,368.08
ORD10375,2025-07-16,Customer 199,Corporate,West,Pune,Technology,Monitor,Monitor 274,5,1363.23,0.3,148.99
ORD10376,2025-05-14,Customer 93,Corporate,West,Pune,Office Supplies,Binder,Binder 302,6,1393.51,0.2,87.13
ORD10377,2025-07-29,Customer 164,Consumer,North,Noida,Office Supplies,Binder,Binder 215,4,1390.19,0.3,215.58
ORD10378,2025-05-21,Customer 101,Corporate,North,Delhi,Furniture,Table,Table 875,8,998.81,0.2,255.49
ORD10379,2025-12-24,Customer 146,Corporate,South,Kochi,Technology,Laptop,Laptop 365,8,1161.62,0.0,243.54
ORD10380,2025-12-31,Customer 29,Corporate,North,Noida,Office Supplies,Paper,Paper 171,2,1135.53,0.2,318.31
ORD10381,2025-06-24,Customer 103,Corporate,West,Mumbai,Technology,Monitor,Monitor 860,2,1166.42,0.2,329.5
ORD10382,2025-05-28,Customer 35,Consumer,South,Kochi,Office Supplies,Paper,Paper 829,3,807.05,0.3,116.29
ORD10383,2025-07-26,Customer 55,Home Office,North,Delhi,Office Supplies,Paper,Paper 614,1,1280.86,0.05,279.67
ORD10384,2025-11-29,Customer 98,Corporate,North,Delhi,Furniture,Chair,Chair 787,4,760.84,0.1,235.59
ORD10385,2025-05-20,Customer 156,Consumer,West,Pune,Technology,Phone,Phone 829,2,1161.86,0.3,310.53
ORD10386,2025-06-16,Customer 56,Consumer,West,Pune,Furniture,Table,Table 792,2,552.38,0.3,23.01
ORD10387,2025-01-17,Customer 11,Home Office,South,Bengaluru,Office Supplies,Binder,Binder 615,1,1466.36,0.3,273.44
ORD10388,2025-04-22,Customer 143,Consumer,South,Bengaluru,Office Supplies,Paper,Paper 401,6,1447.78,0.3,275.85
ORD10389,2025-05-21,Customer 186,Consumer,North,Delhi,Furniture,Chair,Chair 129,5,647.39,0.0,217.75
ORD10390,2025-09-30,Customer 85,Home Office,East,Hyderabad,Office Supplies,Pen,Pen 702,7,354.9,0.0,103.37
ORD10391,2025-06-24,Customer 158,Consumer,North,Delhi,Technology,Phone,Phone 689,3,658.37,0.3,102.97
ORD10392,2025-04-12,Customer 203,Home Office,East,Hyderabad,Furniture,Table,Table 877,4,133.15,0.3,3.32
ORD10393,2025-11-10,Customer 185,Consumer,West,Pune,Furniture,Bookcase,Bookcase 873,5,1126.52,0.0,367.23
ORD10394,2025-06-11,Customer 91,Corporate,East,Hyderabad,Furniture,Table,Table 113,5,845.48,0.05,181.45
ORD10395,2025-08-21,Customer 198,Consumer,East,Chennai,Technology,Laptop,Laptop 807,6,643.11,0.0,187.37
ORD10396,2025-06-13,Customer 122,Consumer,North,Delhi,Furniture,Table,Table 896,8,739.31,0.0,239.18
ORD10397,2025-04-09,Customer 182,Corporate,East,Hyderabad,Technology,Phone,Phone 314,6,392.87,0.0,130.14
ORD10398,2025-09-30,Customer 98,Consumer,South,Kochi,Furniture,Table,Table 237,3,39.06,0.05,10.29
ORD10399,2025-08-25,Customer 125,Home Office,East,Chennai,Office Supplies,Paper,Paper 308,2,1290.61,0.1,293.45
ORD10400,2025-03-06,Customer 242,Consumer,West,Mumbai,Furniture,Chair,Chair 463,7,1323.28,0.0,300.87
ORD10401,2025-01-28,Customer 221,Corporate,South,Kochi,Technology,Monitor,Monitor 751,8,1147.3,0.3,272.3
ORD10402,2025-08-30,Customer 156,Consumer,West,Pune,Technology,Monitor,Monitor 982,4,1080.91,0.2,256.83
ORD10403,2025-10-17,Customer 202,Home Office,East,Hyderabad,Technology,Phone,Phone 164,4,1203.97,0.05,55.95
ORD10404,2025-04-23,Customer 199,Home Office,West,Mumbai,Furniture,Chair,Chair 304,1,76.34,0.0,13.02
ORD10405,2025-12-30,Customer 25,Consumer,East,Hyderabad,Office Supplies,Paper,Paper 257,8,46.97,0.0,13.05
ORD10406,2025-01-02,Customer 19,Consumer,West,Mumbai,Technology,Monitor,Monitor 431,2,774.52,0.2,236.16
ORD10407,2025-04-17,Customer 7,Consumer,East,Chennai,Technology,Laptop,Laptop 777,5,696.48,0.0,151.81
ORD10408,2025-02-14,Customer 140,Home Office,South,Bengaluru,Furniture,Bookcase,Bookcase 765,4,1014.16,0.0,237.11
ORD10409,2025-06-01,Customer 38,Corporate,North,Delhi,Furniture,Bookcase,Bookcase 344,2,152.88,0.1,20.0
ORD10410,2025-07-17,Customer 117,Corporate,North,Delhi,Furniture,Chair,Chair 176,1,188.23,0.3,15.84
ORD10411,2025-08-09,Customer 206,Consumer,West,Mumbai,Furniture,Chair,Chair 833,1,1011.78,0.05,303.53
ORD10412,2025-01-15,Customer 84,Corporate,West,Pune,Office Supplies,Binder,Binder 823,3,393.92,0.1,115.77
ORD10413,2025-05-08,Customer 4,Corporate,East,Chennai,Office Supplies,Paper,Paper 769,8,1148.25,0.1,140.38
ORD10414,2025-02-10,Customer 137,Consumer,East,Hyderabad,Furniture,Bookcase,Bookcase 465,6,22.56,0.05,7.04
ORD10415,2025-08-23,Customer 42,Consumer,East,Chennai,Office Supplies,Binder,Binder 742,6,563.35,0.3,31.86
ORD10416,2025-01-07,Customer 183,Corporate,East,Chennai,Office Supplies,Pen,Pen 806,2,978.74,0.05,128.43
ORD10417,2025-05-08,Customer 88,Corporate,South,Bengaluru,Furniture,Bookcase,Bookcase 548,3,1042.14,0.1,277.15
ORD10418,2025-02-05,Customer 154,Consumer,East,Chennai,Technology,Laptop,Laptop 756,5,935.06,0.3,58.54
ORD10419,2025-03-14,Customer 143,Consumer,South,Kochi,Furniture,Chair,Chair 847,2,812.8,0.0,128.79
ORD10420,2025-03-30,Customer 114,Home Office,South,Kochi,Office Supplies,Paper,Paper 202,5,468.68,0.2,112.03
ORD10421,2025-04-17,Customer 206,Corporate,East,Hyderabad,Office Supplies,Binder,Binder 952,4,65.43,0.05,5.04
ORD10422,2025-12-04,Customer 170,Home Office,North,Noida,Technology,Laptop,Laptop 965,4,127.52,0.0,12.42
ORD10423,2025-11-30,Customer 23,Home Office,North,Noida,Furniture,Chair,Chair 247,8,163.71,0.0,27.0
ORD10424,2025-07-01,Customer 94,Home Office,West,Mumbai,Furniture,Table,Table 115,5,1281.77,0.05,417.62
ORD10425,2025-05-08,Customer 233,Consumer,West,Mumbai,Office Supplies,Pen,Pen 357,6,562.02,0.3,123.06
ORD10426,2025-05-04,Customer 165,Corporate,North,Noida,Furniture,Chair,Chair 764,4,1332.2,0.2,380.93
ORD10427,2025-08-30,Customer 113,Corporate,North,Delhi,Furniture,Chair,Chair 779,7,1257.91,0.05,162.97
ORD10428,2025-03-30,Customer 233,Consumer,East,Chennai,Office Supplies,Pen,Pen 828,8,158.73,0.0,31.03
ORD10429,2025-06-23,Customer 143,Consumer,South,Kochi,Furniture,Chair,Chair 295,2,413.81,0.2,70.66
ORD10430,2025-05-03,Customer 134,Consumer,East,Chennai,Office Supplies,Pen,Pen 321,7,182.87,0.2,34.28
ORD10431,2025-03-09,Customer 20,Corporate,North,Delhi,Furniture,Chair,Chair 588,5,713.35,0.2,189.41
ORD10432,2025-04-03,Customer 131,Consumer,North,Delhi,Furniture,Table,Table 778,6,120.86,0.2,21.09
ORD10433,2025-07-06,Customer 38,Corporate,East,Hyderabad,Technology,Monitor,Monitor 132,4,1163.39,0.3,71.89
ORD10434,2025-02-11,Customer 116,Consumer,North,Delhi,Office Supplies,Pen,Pen 766,3,1055.65,0.0,242.15
ORD10435,2025-02-03,Customer 103,Consumer,East,Hyderabad,Office Supplies,Paper,Paper 959,4,470.58,0.1,101.17
ORD10436,2025-09-09,Customer 173,Consumer,West,Mumbai,Office Supplies,Binder,Binder 338,2,726.04,0.3,200.37
ORD10437,2025-04-01,Customer 88,Corporate,West,Mumbai,Office Supplies,Paper,Paper 417,8,421.05,0.1,20.85
ORD10438,2025-09-01,Customer 144,Home Office,East,Hyderabad,Furniture,Chair,Chair 947,1,249.12,0.1,55.3
ORD10439,2025-03-12,Customer 134,Consumer,South,Bengaluru,Office Supplies,Paper,Paper 675,2,425.36,0.2,31.79
ORD10440,2025-05-10,Customer 228,Home Office,North,Delhi,Furniture,Chair,Chair 532,3,138.73,0.2,37.04
ORD10441,2025-02-23,Customer 248,Consumer,West,Mumbai,Technology,Phone,Phone 829,7,160.37,0.2,48.82
ORD10442,2025-06-03,Customer 207,Home Office,North,Delhi,Office Supplies,Paper,Paper 991,3,641.73,0.3,85.38
ORD10443,2025-02-08,Customer 152,Corporate,East,Hyderabad,Furniture,Table,Table 773,6,1350.18,0.3,105.05
ORD10444,2025-02-07,Customer 180,Home Office,South,Bengaluru,Technology,Phone,Phone 758,4,629.82,0.3,61.24
ORD10445,2025-12-30,Customer 245,Home Office,East,Hyderabad,Furniture,Bookcase,Bookcase 435,1,678.45,0.1,165.12
ORD10446,2025-07-25,Customer 247,Consumer,West,Pune,Office Supplies,Paper,Paper 540,2,1437.7,0.05,298.7
ORD10447,2025-04-24,Customer 164,Consumer,West,Pune,Technology,Monitor,Monitor 468,7,1001.74,0.1,78.41
ORD10448,2025-08-21,Customer 242,Corporate,North,Delhi,Furniture,Bookcase,Bookcase 239,7,931.65,0.0,177.83
ORD10449,2025-03-24,Customer 101,Corporate,North,Noida,Technology,Phone,Phone 422,3,1220.83,0.0,308.79
ORD10450,2025-06-04,Customer 167,Corporate,East,Hyderabad,Technology,Monitor,Monitor 308,4,1063.24,0.05,165.61
